ccc_conf_mean,ccc_conf_low,ccc_conf_high,lower_bound_larger_null,task,features,pearson_cc-test,concordance_cc-test,mean_squared_error-test,mean_absolute_error-test,pearson_cc-train,concordance_cc-train,mean_squared_error-train,mean_absolute_error-train,pearson_cc-max_vote,concordance_cc-max_vote,mean_squared_error-max_vote,mean_absolute_error-max_vote,pearson_cc-test-agg-average,concordance_cc-test-agg-average,mean_squared_error-test-agg-average,mean_absolute_error-test-agg-average,pearson_cc-test-agg-median,concordance_cc-test-agg-median,mean_squared_error-test-agg-median,mean_absolute_error-test-agg-median,pearson_cc-train-agg-average,concordance_cc-train-agg-average,mean_squared_error-train-agg-average,mean_absolute_error-train-agg-average,pearson_cc-train-agg-median,concordance_cc-train-agg-median,mean_squared_error-train-agg-median,mean_absolute_error-train-agg-median,path
0.19388869724729788,0.04200569562051531,0.3204304952175574,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,0.1252109865203039,0.062867933605498,0.0680443440580833,0.2035362126385398,0.9999999999851824,0.999999999985168,8.939103408629593e-13,6.440884755283138e-07,0.1895596234532662,0.1839217507567815,0.0675974875114037,0.2029539769151735,0.1994701136866562,0.1985506620926282,0.055952432306297,0.1842142704949669,0.2001100307638354,0.1990136717781457,0.0564353267772855,0.1850989631785168,0.9999999999994852,0.999999999999486,3.2572029647103416e-14,1.415972495669478e-07,0.9999999999996536,0.9999999999996536,2.1953228388499916e-14,1.1530216960648526e-07,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.17820227011386142,0.03341577736031778,0.31335393060784794,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,,0.0698570978204389,0.2031203559048029,0.9999999999882246,0.999999999988178,7.478101741747477e-13,6.308933101690481e-07,0.1668011454728266,0.1624131972115776,0.0706965589311025,0.2057240628920922,0.1764287770933872,0.1759526689363103,0.0582156786187678,0.1863191816903306,0.1779057061968136,0.1773214223773335,0.0585187248043849,0.1870726956199308,0.9999999999995184,0.9999999999995174,3.203202197934916e-14,1.4213249958728148e-07,0.9999999999996309,0.9999999999996274,2.4688597380270813e-14,1.253007323886093e-07,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.15252367534450473,0.021416237341281792,0.27387564846101803,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-xlsr-53-num_hidden_layers-0,,,0.0969604087101322,0.2298523937934414,0.9999999959947168,0.999999995985696,2.532648745327886e-10,1.1235422154538816e-05,0.1823812713694184,0.1765556358151717,0.0728447213535967,0.2026985721973477,0.1763698749215714,0.1716750079164827,0.0712043299356284,0.2075357297955045,0.1783768623933031,0.1736899795868167,0.0709255126934055,0.206765316482752,0.9999999998540148,0.9999999998539076,9.684834760670496e-12,2.339638495952538e-06,0.999999999851758,0.9999999998516096,9.837190282596109e-12,2.2951840974720784e-06,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-xlsr-53-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.15149550643140328,-0.14220515022601232,0.3640830268330683,False,speechtasks-sustained_utterance-a,eGeMAPSv02,,,0.0189383466095947,0.0973254509754232,0.7972777644677429,0.7736552171542653,0.0063170235532726,0.050420353104865,0.1659570320787424,0.1521048183252741,0.0210421481481481,0.1011333333333333,0.2003309037560753,0.1797887958622935,0.0197168271193415,0.0984244444444444,0.2042479221748086,0.183476181818316,0.019667037037037,0.0975333333333333,0.7867435959428705,0.7519884161795356,0.0066373402402424,0.0535984027777777,0.7774692318045483,0.746983554409122,0.0068603703703703,0.0541777777777777,/stress_current/raw_0_100-normalized_0_1/speechtasks-sustained_utterance-a/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/KNeighborsRegressor-lower/models/results-compiled.yaml
0.12666630400861528,-0.05545616852584054,0.30316519144345194,False,speechtasks-sustained_utterance-a,eGeMAPSv02,,,0.0242097837081428,0.1039961903576852,0.9999958920809274,0.9999956701842392,1.4741902234660973e-07,0.0002858231106487,0.154123815947606,0.1447222531646759,0.0221563844196342,0.1020911086415251,0.1714488543357266,0.1610576043505657,0.0219101088419554,0.1013256838689247,0.1767209600038734,0.1659341533504762,0.0217212584063082,0.1006225608557462,0.9999990238347232,0.9999987464995852,4.3369807623500554e-08,0.0001430501582125,0.999999067586109,0.9999988291543326,4.0512284331669816e-08,0.0001378072607514,/stress_current/raw_0_100-normalized_0_1/speechtasks-sustained_utterance-a/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/XGBRegressor-default-higher_learning_rate/models/results-compiled.yaml
0.11795016768224242,-0.004797284903147886,0.2769769687454805,False,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-xlsr-53-num_hidden_layers-0,0.0213800095577436,0.0124292183736421,0.1024905079791969,0.2401045666868722,0.9999999945275329,0.9999999945083587,3.311737089168732e-10,1.3099213232950007e-05,0.1614176764396319,0.1512747956265293,0.0826557746947088,0.2125166190734931,0.1465426638734926,0.1381287169801421,0.0820557957830075,0.2174714162378084,0.1489048101455339,0.1404337192410352,0.0816528000653129,0.2165839277700121,0.9999999998080372,0.99999999980303,1.248998869464114e-11,2.637690094586846e-06,0.9999999997843364,0.9999999997827568,1.377550294119527e-11,2.815645808974987e-06,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-xlsr-53-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.11736309716364335,-0.12560763739642472,0.31076490039905713,False,speechtasks-sustained_utterance-a,wav2vec2-variant-wav2vec2-large-xlsr-53-num_hidden_layers-0,,,0.0512285485788308,0.1806201155226106,0.9999999995476568,0.9999999995454596,1.5442703882022655e-11,2.237027822993113e-06,0.0564395956268388,0.0531446744856792,0.0487351886135417,0.1758906492173671,0.0734446771480996,0.0689152112837826,0.0466703349621934,0.1724127954617142,0.0741655803113139,0.0699395119522982,0.0459629385293142,0.1694431040783723,0.9999999999768402,0.9999999999764124,8.167194723948579e-13,7.008964816733002e-07,0.9999999999917278,0.999999999991716,2.868363637353133e-13,3.960783282912217e-07,/stress_current/raw_0_100-normalized_0_1/speechtasks-sustained_utterance-a/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-xlsr-53-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.11209341138751899,-0.05626420551660052,0.284551337301348,False,speechtasks-nilago-happy,eGeMAPSv02,,,0.0629156695316342,0.1636099071933968,0.7875614163698352,0.7599049872765953,0.0120432367083384,0.0656202749147285,0.0981564743875536,0.0906574257535771,0.0435988322717622,0.1394585987261146,0.1182337806196872,0.1070240970095196,0.0415459886372572,0.1348708421797593,0.1168407673099141,0.105837433203813,0.0416441878980891,0.1351114649681528,0.8006517088720956,0.7662216609885618,0.0120167292349943,0.0681011883698985,0.8014516039625704,0.7699566029535164,0.0119495576786978,0.0673142250530785,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/KNeighborsRegressor-lower/models/results-compiled.yaml
0.10835482009898985,-0.08413930497155905,0.2431120869118071,False,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0,-0.0434770377280418,0.0183929668821932,0.085119223801819,0.2171156285613422,0.999999999703298,0.9999999997023532,1.7864507185861174e-11,2.819238147197553e-06,0.1155398893505497,0.1127279910013211,0.072021235340269,0.2054990197363354,0.123042608459283,0.1209577885340276,0.0676670553070741,0.1985836963947596,0.1257686297821169,0.1232017755557396,0.0688599985138781,0.2000911482301585,0.9999999999857924,0.9999999999856468,9.101348486529017e-13,7.449993164536456e-07,0.99999999999366,0.9999999999936474,4.0281741943343064e-13,4.856230779776579e-07,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.10721137087882801,-0.057587512828991314,0.25173328297961267,False,speechtasks-nilago-happy,eGeMAPSv02,0.1299636705551176,0.0514410247816055,0.0496278128156136,0.1484479868135135,0.9999959053561768,0.9999952919592012,2.822114381283112e-07,0.0003858923446482,0.10094150413273,0.0869312070443399,0.0386096463388903,0.1359613593039103,0.128094216820161,0.109127259641245,0.0372792761279018,0.1340679481557371,0.1297132100592284,0.1104489564259907,0.0371979223753165,0.1338744984144189,0.99999821492781,0.9999974716654716,1.6012758555639137e-07,0.0002969467733735,0.9999983591304356,0.999997710329596,1.450237754091132e-07,0.0002782799180964,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/XGBRegressor-default/models/results-compiled.yaml
