ccc_conf_mean,ccc_conf_low,ccc_conf_high,lower_bound_larger_null,task,features,pearson_cc-test,concordance_cc-test,mean_squared_error-test,mean_absolute_error-test,pearson_cc-train,concordance_cc-train,mean_squared_error-train,mean_absolute_error-train,pearson_cc-max_vote,concordance_cc-max_vote,mean_squared_error-max_vote,mean_absolute_error-max_vote,pearson_cc-test-agg-average,concordance_cc-test-agg-average,mean_squared_error-test-agg-average,mean_absolute_error-test-agg-average,pearson_cc-test-agg-median,concordance_cc-test-agg-median,mean_squared_error-test-agg-median,mean_absolute_error-test-agg-median,pearson_cc-train-agg-average,concordance_cc-train-agg-average,mean_squared_error-train-agg-average,mean_absolute_error-train-agg-average,pearson_cc-train-agg-median,concordance_cc-train-agg-median,mean_squared_error-train-agg-median,mean_absolute_error-train-agg-median,path
0.16277754866845293,-0.16036940623981916,0.33658170302518436,False,speechtasks-nilago-neutral,wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0,,,0.0307046720152473,0.1413871508623474,0.9999999999828202,0.9999999999827668,6.066122141287649e-13,5.323402045536084e-07,0.166709720721115,0.1656345531857705,0.036128711122842,0.1507722867509492,0.1750500258046682,0.1723112159811915,0.0290302802429155,0.1402691130633823,0.1793406127583866,0.1762382270972185,0.0286369855069754,0.1398071811247903,0.9999999999995052,0.9999999999995008,2.0201116420990982e-14,1.0911518564621733e-07,0.9999999999997216,0.9999999999997164,1.1466703655138002e-14,8.360411112305249e-08,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-nilago-neutral/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.11731204629633468,0.02057872259874093,0.23616460407676407,True,speechtasks-spontaneous-work_tasks,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,,0.0464997807405073,0.1757817389344453,0.9768054998486828,0.9765227399934466,0.0008944517913765,0.0235012477863379,0.2243405688056124,0.2080047574616576,0.0491539273169695,0.1684065186764512,0.2684645861368189,0.2509228303621848,0.0259691739697005,0.1296031407639384,0.2397181005139255,0.2252305159839067,0.0283284604151221,0.1368891607278159,0.9929685030635846,0.9919453975140105,0.0003043259414798,0.0134522928816399,0.992340782229169,0.9912755067609232,0.0003293464415483,0.013628699385694,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-spontaneous-work_tasks/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.10320152692119103,-0.07328779657182256,0.24783706862949426,False,speechtasks-standardized_tasks,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,-0.0036984591289611,0.0292148286837727,0.1403122356936388,0.922052165997052,0.9190164032023302,0.0029550176105163,0.0432421262361872,0.0371085608630181,0.033586336837811,0.0279331426168253,0.1412782489367133,0.1064844553720986,0.0726433707996651,0.0228080810872225,0.1278987964954518,0.1155971823084739,0.0809155729033282,0.0228832611104787,0.1284942342446196,0.9747697604422552,0.9630294597665814,0.001293700700261,0.0281304846548901,0.9735250790346592,0.962953489290627,0.0013051415844974,0.0285866714487731,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-standardized_tasks/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.09867768042301436,-0.08295932616484294,0.2613937292588993,False,speechtasks-spontaneous-work_tasks,eGeMAPSv02,,,0.0280515998040282,0.1348998303726453,0.7126808682657433,0.6731037362962637,0.0096472105589777,0.0804646570186271,0.0532083012445683,0.0489821418720511,0.0279144909334052,0.1400653112910363,0.1890075521705845,0.1511658254980073,0.0220534632877066,0.1271624476839896,0.1587533242982275,0.1265781904860258,0.022647373494472,0.1286835146747085,0.7879762004906417,0.7146084755727591,0.0081302476082689,0.075108104107657,0.7700909607462378,0.6939693843735689,0.0086198981902891,0.077917278992033,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-spontaneous-work_tasks/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/SVR-default-linear-c_0.1/models/results-compiled.yaml
0.09309987493977909,-0.1792663461958554,0.31141636290122915,False,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,,0.0234759125476113,0.1234658887192323,0.9999999999921028,0.999999999992078,2.8164750055989746e-13,3.014517967999678e-07,0.069109658662688,0.0606413793137248,0.0252591460098404,0.1339824236929416,0.0901892781785581,0.0776172722460975,0.0243110155748701,0.1308189988332359,0.086149538094019,0.0742032207909333,0.0244200167361159,0.1311075808382348,0.999999999999775,0.9999999999997718,9.093097728409858e-15,7.52922561459672e-08,0.999999999999892,0.9999999999998898,4.397379147145549e-15,5.198413865726164e-08,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.0910254708356883,-0.021192154211208538,0.19615662857926733,False,speechtasks-standardized_tasks,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,0.0028847337023311,0.0270668010626176,0.1375057188544866,0.8970787005149152,0.8918061937204029,0.0035533674754717,0.0472814992110432,0.0729876414360967,0.0655737126922318,0.0256124477360902,0.1332655690322842,0.1379147211042149,0.0850580735189662,0.0209635434314277,0.1246513924264071,0.1266003380188427,0.0805091162976546,0.0211725716101054,0.1249824796381749,0.9670128868571636,0.9485818438560748,0.0016853924319307,0.0315995095121233,0.9644862963167228,0.9473051423021748,0.0017353057481595,0.0324285645233957,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-standardized_tasks/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.08683490876136628,-0.010135487135943647,0.20936003270720752,False,speechtasks-spontaneous-work_tasks,wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0,,,0.0562604569845903,0.1835098140913935,0.9674226119380368,0.9669173911376144,0.001259749790409,0.0275108610442378,0.1996825885090612,0.1817515229321167,0.0547104383617887,0.1887344880721398,0.2225194617023238,0.2202532346304581,0.0329943284964705,0.1457045338678706,0.2130241093689306,0.2105368790710106,0.0339139370345082,0.1489521175516503,0.98917523581874,0.9880886413190236,0.0004479631760731,0.0167574957598532,0.9878130942905882,0.9868010372251182,0.000497152210576,0.0171532459503837,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-spontaneous-work_tasks/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.08221166967898366,-0.09983363680079885,0.2760442828429167,False,speechtasks-spontaneous-work_tasks,eGeMAPSv02,,,0.0293467919198101,0.1405389581059534,0.7567322859947696,0.7249894565759117,0.0095399595140299,0.0808229694583166,0.0325958053049407,0.0299883800696518,0.0301241599275294,0.1452656761020869,0.1457573369819571,0.1147072595840909,0.0241621657403522,0.1329023363365841,0.1328374493163371,0.1029712354011006,0.0242616844998733,0.1332419621521611,0.8068887533599138,0.7523628488726155,0.0075704023412257,0.0729228408763118,0.7985257750572069,0.7436162274702605,0.0078061279114101,0.0747399456613357,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-spontaneous-work_tasks/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/SVR-default-linear-c_0.1/models/results-compiled.yaml
0.08145127588166438,-0.09266050321643214,0.19088424621306987,False,speechtasks-spontaneous-work_tasks,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,,0.1224952819253862,0.2771384789212409,0.9999999999213908,0.9999999999212732,3.5755717008261536e-12,1.289912378555567e-06,0.125590363333382,0.1052224978224019,0.0733871558809025,0.2184417947535998,0.152499558960396,0.1336633775290567,0.051327819263931,0.1781379743951007,0.1623058196768714,0.1413457268183965,0.0529229460494294,0.1812590009971862,0.999999999997966,0.9999999999979654,8.293065833245837e-14,2.078250348028845e-07,0.9999999999986512,0.9999999999986464,5.517694964632079e-14,1.7173752385603197e-07,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-spontaneous-work_tasks/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml
0.08049705510865326,-0.09658330305864891,0.2481089482730912,False,speechtasks-spontaneous-work_tasks,eGeMAPSv02,,,0.0286966677211444,0.1360531623544533,0.7133970622057066,0.6755508214180094,0.0096288801883539,0.080399874596103,0.039858020574407,0.0373554759450537,0.0292145202178193,0.1423834371594999,0.1621101412134197,0.132707802895886,0.0228993128225929,0.1294092917151899,0.1386251789275096,0.1119514687198366,0.0232244905798408,0.1303298382453351,0.7912243338466353,0.719838636591597,0.0080111970059775,0.07450745298418,0.7709170632905089,0.6967029206786765,0.0085663036876811,0.0774082702919524,/pss_10_total_score/raw_0_40-normalized_0_1/speechtasks-spontaneous-work_tasks/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/SVR-default-linear/models/results-compiled.yaml
