ccc_conf_mean,ccc_conf_low,ccc_conf_high,lower_bound_larger_null,task,Features,pearson_cc-test,concordance_cc-test,mean_squared_error-test,mean_absolute_error-test,pearson_cc-train,concordance_cc-train,mean_squared_error-train,mean_absolute_error-train,pearson_cc-max_vote,concordance_cc-max_vote,mean_squared_error-max_vote,mean_absolute_error-max_vote,pearson_cc-test-agg-average,concordance_cc-test-agg-average,mean_squared_error-test-agg-average,mean_absolute_error-test-agg-average,pearson_cc-test-agg-median,concordance_cc-test-agg-median,mean_squared_error-test-agg-median,mean_absolute_error-test-agg-median,pearson_cc-train-agg-average,concordance_cc-train-agg-average,mean_squared_error-train-agg-average,mean_absolute_error-train-agg-average,pearson_cc-train-agg-median,concordance_cc-train-agg-median,mean_squared_error-train-agg-median,mean_absolute_error-train-agg-median,path,Target,Task,Survey
0.0961889297632382,-0.0685985682260763,0.2354082944453659,False,speechtasks-nilago-happy,eGeMAPSv02,,,0.0432686538732051,0.1544924873320647,0.7491240834200887,0.7268037637742338,0.0092152438695401,0.0775405016474855,0.0807708104197356,0.0801888429941915,0.0415421304373161,0.1498292689363343,0.1073753291988166,0.1063441807552546,0.0396911294422173,0.147214759939662,0.1065323154398499,0.105439668900071,0.0400931075753947,0.1477114029719552,0.7815149520951971,0.7486041247173764,0.0082533955659209,0.072937842157815,0.7750756410491131,0.7447962136540446,0.0084433183057428,0.0743752700668025,/phq_8_total_score/raw_0_24-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/SVR-default-linear-c_0.1/models/results-compiled.yaml,phq_8_total_score,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all-noisy
0.2127668000575716,-0.0026743647004791,0.3771220741834807,False,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0,,,0.030300914534712,0.1372111979265801,0.9999999999546516,0.9999999999544515,1.8594618056272225e-12,1.0184355314209272e-06,0.2232420775231525,0.2128393278271261,0.0259152774910921,0.1275115163809906,0.2203967604652884,0.2075397868358582,0.0250189496950998,0.1258439250621244,0.2232895958168518,0.21026987610707,0.0249424635113189,0.1255318390413895,0.9999999999984176,0.9999999999984152,6.688268861662404e-14,2.04853012020708e-07,0.9999999999984264,0.9999999999984186,6.67225416702753e-14,2.0482221826768375e-07,/phq_8_total_score/raw_0_24-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-ft-libri-960h-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml,phq_8_total_score,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all-noisy
0.1120934113875189,-0.0562642055166005,0.284551337301348,False,speechtasks-nilago-happy,eGeMAPSv02,,,0.0629156695316342,0.1636099071933968,0.7875614163698352,0.7599049872765953,0.0120432367083384,0.0656202749147285,0.0981564743875536,0.0906574257535771,0.0435988322717622,0.1394585987261146,0.1182337806196872,0.1070240970095196,0.0415459886372572,0.1348708421797593,0.1168407673099141,0.105837433203813,0.0416441878980891,0.1351114649681528,0.8006517088720956,0.7662216609885618,0.0120167292349943,0.0681011883698985,0.8014516039625704,0.7699566029535164,0.0119495576786978,0.0673142250530785,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/KNeighborsRegressor-lower/models/results-compiled.yaml,stress_current,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all
0.1782022701138614,0.0334157773603177,0.3133539306078479,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,,0.0698570978204389,0.2031203559048029,0.9999999999882246,0.999999999988178,7.478101741747477e-13,6.308933101690481e-07,0.1668011454728266,0.1624131972115776,0.0706965589311025,0.2057240628920922,0.1764287770933872,0.1759526689363103,0.0582156786187678,0.1863191816903306,0.1779057061968136,0.1773214223773335,0.0585187248043849,0.1870726956199308,0.9999999999995184,0.9999999999995174,3.203202197934916e-14,1.4213249958728148e-07,0.9999999999996309,0.9999999999996274,2.4688597380270813e-14,1.253007323886093e-07,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml,stress_current,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all
0.1514955064314032,-0.1422051502260123,0.3640830268330683,False,speechtasks-sustained_utterance-a,eGeMAPSv02,,,0.0189383466095947,0.0973254509754232,0.7972777644677429,0.7736552171542653,0.0063170235532726,0.050420353104865,0.1659570320787424,0.1521048183252741,0.0210421481481481,0.1011333333333333,0.2003309037560753,0.1797887958622935,0.0197168271193415,0.0984244444444444,0.2042479221748086,0.183476181818316,0.019667037037037,0.0975333333333333,0.7867435959428705,0.7519884161795356,0.0066373402402424,0.0535984027777777,0.7774692318045483,0.746983554409122,0.0068603703703703,0.0541777777777777,/stress_current/raw_0_100-normalized_0_1/speechtasks-sustained_utterance-a/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/KNeighborsRegressor-lower/models/results-compiled.yaml,stress_current,speechtasks-sustained_utterance-a,outer_cv_loso_fixed-continuous-surveys_all-noisy
0.1938886972472978,0.0420056956205153,0.3204304952175574,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,0.1252109865203039,0.062867933605498,0.0680443440580833,0.2035362126385398,0.9999999999851824,0.999999999985168,8.939103408629593e-13,6.440884755283138e-07,0.1895596234532662,0.1839217507567815,0.0675974875114037,0.2029539769151735,0.1994701136866562,0.1985506620926282,0.055952432306297,0.1842142704949669,0.2001100307638354,0.1990136717781457,0.0564353267772855,0.1850989631785168,0.9999999999994852,0.999999999999486,3.2572029647103416e-14,1.415972495669478e-07,0.9999999999996536,0.9999999999996536,2.195322838849992e-14,1.1530216960648526e-07,/stress_current/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml,stress_current,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all-noisy
0.2375279301842307,0.0399626283034279,0.3728179349610296,True,speechtasks-sustained_utterance-a,eGeMAPSv02,,,0.1165257049198395,0.231740863055527,0.770407626835775,0.747677754899658,0.013408716575738,0.0860316921918285,0.2687895515156162,0.2375855443777844,0.0901616154399714,0.2047370307827938,0.2820554713152032,0.2621707447186832,0.0701763396715692,0.189525450875924,0.2800468758380198,0.2624185333064279,0.0680667784911435,0.1861524289986963,0.8287425739476934,0.8021656734341879,0.0112514540576275,0.0762774879921795,0.8107300205140051,0.7873981372501475,0.0121909997896402,0.0830008339683203,/stress_work_tasks/raw_0_100-normalized_0_1/speechtasks-sustained_utterance-a/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/SVR-default-linear-c_0.1/models/results-compiled.yaml,stress_work_tasks,speechtasks-sustained_utterance-a,outer_cv_loso_fixed-continuous-surveys_all
0.2141650572833835,0.0401758396680427,0.3077327027438514,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,,0.1052424486238602,0.2582281663606497,0.9999999999881992,0.9999999999881736,8.895872301495045e-13,6.727276041905962e-07,0.2449839658439752,0.2214315415686084,0.1022501274980031,0.2563941842374528,0.2245591502022028,0.214290665587625,0.0840922004144685,0.2339262694120407,0.2291787384807696,0.219085699067324,0.0828738637484271,0.2325009082817727,0.9999999999995788,0.9999999999995788,3.166079295865157e-14,1.3845630644821786e-07,0.9999999999996104,0.9999999999996072,2.9521771227313204e-14,1.341821091954205e-07,/stress_work_tasks/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-snr_tuckey_cutoff_7-clipped_default/denoising-facebook_denoiser-master64-converted_int16_dithering-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml,stress_work_tasks,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all
0.3056317680804561,-0.0699054706332484,0.4988904120792108,False,speechtasks-sustained_utterance-a,eGeMAPSv02,,,0.0344456268539734,0.133929152009589,0.999997907902162,0.9999978257672584,1.3913841666663556e-07,0.0002763503951928,0.378781342959376,0.3351711480950663,0.0320491877253647,0.1295369436786199,0.3750240165996296,0.3218577516250584,0.0317771311147763,0.1273886779993772,0.3790058689230349,0.3253202207325719,0.0316651453335813,0.1267155528614918,0.9999994730157554,0.9999993765493096,4.303558429286708e-08,0.0001434209200839,0.9999994855590114,0.9999993866641592,4.233722996131303e-08,0.0001361514682139,/stress_work_tasks/raw_0_100-normalized_0_1/speechtasks-sustained_utterance-a/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/eGeMAPSv02/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/XGBRegressor-default-higher_learning_rate/models/results-compiled.yaml,stress_work_tasks,speechtasks-sustained_utterance-a,outer_cv_loso_fixed-continuous-surveys_all-noisy
0.2120111090461654,0.0316035280136453,0.3106046862981081,True,speechtasks-nilago-happy,wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0,,0.0308761524603932,0.1037649071858404,0.2558312356570083,0.999999999986014,0.9999999999859578,1.0299364054937569e-12,7.163785550808406e-07,0.2480489820183277,0.2245258798388098,0.0988793120581212,0.2532377069266069,0.2308132127959472,0.2198351247911938,0.0815029521297546,0.2311105826962739,0.2314784544939644,0.220785359996582,0.0807245920503517,0.2301302487833336,0.9999999999994904,0.9999999999994847,3.7789169572594285e-14,1.4938403013294297e-07,0.9999999999995592,0.9999999999995544,3.269196044821517e-14,1.414745513885074e-07,/stress_work_tasks/raw_0_100-normalized_0_1/speechtasks-nilago-happy/cohort-all/filter-no_audio_quality_blacklist/denoising-no_denoising-loudness_normalization-no_loudness_normalization/devaice_vad-min_segment_length-0.76-max_segment_length-6.0-segment_start_delay-0.15-segment_end_delay-0.25/wav2vec2-variant-wav2vec2-large-robust-12-ft-emotion-msp-dim-num_hidden_layers-0/fixed_test_speakers/type-no_feature_selection/sklearn_standard_scaler/personalisation-none/loso/no_inner_cv/no_inner_cv/LinearRegression-fit_intercept_true/models/results-compiled.yaml,stress_work_tasks,speechtasks-nilago-happy,outer_cv_loso_fixed-continuous-surveys_all-noisy
