file,start,end,F0semitoneFrom275Hz_sma3nz_amean,F0semitoneFrom275Hz_sma3nz_stddevNorm,F0semitoneFrom275Hz_sma3nz_percentile200,F0semitoneFrom275Hz_sma3nz_percentile500,F0semitoneFrom275Hz_sma3nz_percentile800,F0semitoneFrom275Hz_sma3nz_pctlrange02,F0semitoneFrom275Hz_sma3nz_meanRisingSlope,F0semitoneFrom275Hz_sma3nz_stddevRisingSlope,F0semitoneFrom275Hz_sma3nz_meanFallingSlope,F0semitoneFrom275Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile200,loudness_sma3_percentile500,loudness_sma3_percentile800,loudness_sma3_pctlrange02,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0H1H2_sma3nz_amean,logRelF0H1H2_sma3nz_stddevNorm,logRelF0H1A3_sma3nz_amean,logRelF0H1A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0500_sma3nz_amean,slopeV0500_sma3nz_stddevNorm,slopeV5001500_sma3nz_amean,slopeV5001500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0500_sma3nz_amean,slopeUV5001500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/160/e4aabf29-bc66-47b1-8cd7-a672d8d77245.wav,0 days,0 days 00:00:03.754687500,0.3833301,-0.610043,0.5184089,0.30280796,0.38584462,-0.022096954,-0.2055719,-0.16893631,-0.34481418,-0.35305738,-0.06748742,-0.5884511,-0.21011044,0.38205996,-0.13224764,-0.09172257,-0.59449315,-0.39964035,-0.4431182,-0.42036968,-0.30868867,-0.6482632,0.59894985,-0.3116432,-0.2834465,-0.027194636,1.4700794,-0.032541864,-1.3297364,-0.077926286,-0.67787194,-0.6096407,-0.21104412,-0.09013508,0.61376673,-0.29805362,0.36476532,0.024275107,0.6920659,-0.50000125,0.7869716,0.22286019,0.6926192,0.48026052,1.1616107,-0.9597446,0.969435,0.28314638,0.030745203,0.48254097,1.1025178,-0.79396015,0.8454059,-0.30823553,0.39773837,2.051674,1.2165393,-1.2136197,-0.4038766,0.11962293,0.18375857,-0.21279018,0.5275002,-0.084064856,-0.18175723,0.02036908,-0.40985978,-0.8155836,0.55419016,-0.32062465,-0.04700676,0.04015425,1.1793439,-0.037726015,-1.0665927,-0.053254742,1.9441067,-2.090458,0.43890786,0.51055545,-0.3370028,-0.16442034,-0.4742258,0.08241144,0.29583153,-0.25423762,-0.28632516,0.24256943
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/161/2df06be5-5538-4f65-83a5-7c1c565fb901.wav,0 days,0 days 00:00:03.413312500,0.22256003,-0.6817851,0.37986162,0.19287544,0.09905086,-0.29709378,-0.1949229,-0.1947242,-0.33647767,-0.3467791,-0.67447126,-1.0707693,-0.032867484,-0.29197,-0.7125736,-0.7303054,-0.8778138,-0.86854315,-0.8042897,-0.8129159,-0.7526149,-1.2172437,1.0932481,-0.8215596,1.1741033,-0.057446122,1.3500946,-0.032582033,-0.80456156,-0.5058453,-0.8912632,-1.0100195,-0.7833467,0.7956171,0.8078691,-0.4335566,0.3550642,0.025619736,1.0012131,-0.15491122,0.41667917,0.25522417,0.754054,-0.44417182,1.8341627,-1.6576804,0.8299577,-0.38241214,0.77800775,-0.35477737,1.622345,-1.0220493,0.4723521,-0.40682748,-0.4132989,0.84232026,1.8316028,-1.7017933,-0.93669355,0.1711943,0.5687539,0.16306753,0.5188217,-0.07905179,0.274241,0.017046828,-0.69339526,-1.2781526,0.03163049,-0.05281906,0.9491106,0.018344885,0.9037602,-0.03301951,-0.4170081,-0.09836586,0.1467753,-0.07151466,0.7580189,0.33004496,-0.6545209,0.5577381,-0.66643244,0.26845673,0.86408013,-0.4598416,-0.6913912,-0.641718
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/161/31d78614-7392-423a-82e4-40db7c2c806f.wav,0 days,0 days 00:00:02.730687500,0.4801048,-0.6035268,0.54881865,0.5931431,0.39335018,-0.04652912,-0.49691677,-0.52159953,-0.2521604,-0.31223065,-0.78380924,0.5651951,-0.24830219,-0.8079867,-0.60535264,-0.57308453,-0.9795519,-0.8556055,-0.96550107,-0.9427668,-0.8338684,0.4702493,-0.91354823,0.13734278,-1.6887777,0.2878938,-1.3486385,-0.060577527,-1.0376298,-0.15810388,-1.6241707,-1.0043285,-2.2686758,-2.466301,0.7862919,-0.33745268,0.67410284,0.008830388,-0.7908628,-1.1675097,0.2119337,-0.6308449,0.23868868,-1.0596528,-0.46180978,0.29320395,-0.8817068,0.8997158,0.98278356,-0.20040672,-0.3688622,0.064660154,-0.30017316,-1.8881146,-2.748899,-0.11184102,-0.4255573,0.11859902,1.3691471,0.009668582,-0.9944037,-1.1675687,1.1489537,-0.09807293,0.5868351,-0.03063072,-0.6898835,-1.0476028,-0.11615323,-0.47686863,-1.2697098,0.18825586,-1.6843534,-0.14088745,-1.9779434,-0.044450507,1.8244298,-1.802843,0.9509302,1.3005849,-0.7517624,-1.8005605,-1.6229938,0.61286575,-0.83498996,1.0457797,-0.5924192,-0.96421164
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/161/7e21dd92-8a1c-4187-a703-0419a2795229.wav,0 days,0 days 00:00:11.264000,0.8687847,0.038090743,1.0542378,0.80062,0.47686034,-0.51566017,0.04167686,0.15544115,-0.30775315,-0.34784198,-0.59517795,-1.361631,0.36797306,-0.1971409,-0.6805344,-0.7832412,-0.68031186,-0.66978145,-0.73960835,-0.78698367,-0.69995266,-0.7183461,0.4815571,-0.41642174,1.3702332,-0.075288124,1.5795851,-0.03238678,0.048861776,0.08038686,-0.5296881,-0.22245762,-0.015798366,0.6935088,0.8480493,-0.14788137,2.3051562,0.0095684575,0.4952286,0.0012707761,1.517241,0.39539278,0.88009703,0.82851547,1.9004991,-1.502199,1.3271381,-0.058852874,-0.47642824,2.3325431,1.9717746,-1.3660898,0.85292876,-0.039812367,0.22151478,1.4744033,2.2378588,-2.2791204,-0.1664645,-0.14832333,-0.22204824,0.77849185,1.1227158,-0.09059761,0.66163003,-0.009185311,-0.6752515,1.6796707,-0.94142747,0.67134315,0.823008,0.016320014,0.91370434,-0.02232889,0.06753396,-0.015904784,0.19781347,-0.67878306,0.70220095,-0.81509584,-0.5564418,1.7051673,0.85796475,-0.100323066,0.57608235,-0.66401786,-0.71500605,-0.56774527
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/161/dd8ba1b8-36ec-4c85-a1a0-7274fb8d4ad1.wav,0 days,0 days 00:00:18.773312500,-0.15296766,-0.45106244,-0.14014313,-0.07425778,-0.10514428,0.0046924422,0.18289016,0.25067866,-0.26036933,-0.2881471,-0.2881592,-0.30609238,-0.19461544,0.07171363,-0.28885826,-0.25710967,-0.34004644,-0.31639203,-0.43447545,-0.2181814,-0.4419437,-0.16299231,0.27524105,-0.36229604,-0.22014938,-0.032222033,0.63765764,-0.031367596,-1.0577863,-0.13368028,-0.600759,-0.22226708,-0.050362248,0.64221597,0.02568671,-0.056575626,-1.4390925,-0.057159342,-0.09252661,0.3606131,0.10729025,0.17082398,0.45919606,0.16591942,0.4144425,-0.29129523,0.16615766,0.6523586,0.60492146,0.43932235,0.32964322,-0.19924487,0.040079597,0.056884095,-0.44051743,0.2875558,0.40224686,-0.43687138,-0.18009955,-0.07928563,0.02765093,0.23898828,-0.17287152,-0.04075007,-0.34295776,0.01420833,-0.4177749,0.43229878,0.30837834,-0.05806242,0.017140849,0.044149455,0.6479693,-0.017206883,-0.85516554,-0.056408685,0.8402255,-0.9675482,0.09735978,0.027588962,-0.47894922,-0.4865719,-0.25095645,-0.087717526,0.052460633,-0.1907002,0.18814339,0.10911799
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/161/f00f6a28-094a-4ed2-b32d-0f8d191d59f0.wav,0 days,0 days 00:00:03.413312500,0.58514684,-0.4329828,0.5371851,0.5080118,0.55744374,0.2181646,-0.17853451,-0.023465866,-0.22421384,-0.34841838,-0.6995527,-0.70719343,-0.12626003,-0.36667463,-0.7077348,-0.70524,-0.77947634,-0.81794024,-0.7381616,-0.7254634,-0.7302206,-0.65741754,0.8652781,-0.8082354,0.9352973,-0.06454392,-0.107158825,-0.027750421,0.18880598,0.07096706,-0.058413424,-0.5072759,0.20970939,-0.029478053,0.54906285,-0.27429348,1.4475385,0.013638087,0.80252147,-0.41633832,0.36970645,0.4561455,0.25623938,-0.29698932,1.5932822,-1.3439287,0.35794836,-0.35987374,0.22583893,-0.7278998,1.4417745,-0.95948404,0.43792564,-1.0011082,-0.9932346,1.3909663,1.5562274,-1.3835964,-0.6006246,0.1217409,0.48018068,-0.26429206,0.45621738,-0.064912915,0.50590605,-0.004510051,-0.6771558,0.39448136,-0.17270097,-0.074016266,0.778005,0.017647661,0.061135743,0.026849804,0.37006828,-0.026341395,-0.42974478,0.6147789,1.2227274,0.4995657,-0.59826666,0.3094962,0.030434866,-0.007285151,-0.15552166,-0.54673386,-0.52942616,-0.6835073
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/187/0adf5f2c-6a36-4a5d-b00d-ecb159b235ad.wav,0 days,0 days 00:00:04.437312500,0.03983378,-0.39986175,0.52834165,0.15738025,-0.1868562,-0.9096836,-0.479814,-0.55463576,-0.43083036,-0.42975548,-0.5350691,-1.1092547,-0.003159518,-0.024356635,-0.6213048,-0.6422418,-1.0188439,-1.0576166,-1.0022755,-0.97571003,-0.7803239,-0.97989804,2.124364,-1.2245785,0.5466083,-0.05776977,-2.1706672,-0.041451283,1.5075021,0.029023185,-1.0195014,2.5832212,-1.7641392,1.3317533,1.2056136,-0.47223595,-0.4065969,0.09847033,0.78640866,-0.9903709,-0.13026504,-1.256818,0.87422806,-1.2453212,2.1312935,-1.8556446,-0.867454,-1.3992711,0.13595101,0.19223352,2.1904926,-1.8089452,0.81484175,-2.63021,-1.089863,0.51656073,1.8131989,-0.982911,-0.08160446,0.21343961,2.0261846,-1.2552512,-0.6312005,-0.02383244,0.783858,0.025820883,-0.7122374,-0.15429041,0.989111,-0.67638177,0.4507111,0.006212153,-1.722375,-0.13515049,1.218946,-0.03815546,0.35048088,0.5887087,0.023236562,0.49474236,-0.7014758,-1.4663887,-1.2588494,0.92616004,5.3786936,-0.30349684,-0.3434251,-0.4780129
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/187/7ca79458-57ef-4554-8b7f-ebde1b74a463.wav,0 days,0 days 00:00:03.072000,-0.5477587,-0.11152739,-0.65692216,-0.58618045,-0.4698361,0.057214655,-0.08292417,0.06517366,-0.23819748,-0.34910217,-0.70271456,-0.75571007,-0.158544,-0.33266357,-0.7316452,-0.72304857,-0.77986956,-0.86807394,-0.701212,-0.75867784,-0.7249189,-0.81136674,0.28027597,-0.73459303,0.56755537,-0.053049594,-0.75217015,-0.019012038,1.4643332,0.039155085,1.8173238,0.26154736,0.72990775,-1.5921143,-0.71403426,-0.091491744,-0.766538,0.24410807,-0.74292386,0.38517812,0.40762386,-0.23855323,-0.43997332,-0.48143306,0.7670537,-0.4335515,0.2798213,-0.5242181,-0.555013,-0.5368424,0.7460965,-0.45874768,0.54984343,-0.7701987,-1.1101938,1.2021633,0.7440305,-0.57118624,0.09224279,0.06866301,-0.083599284,-0.4780364,-0.55172116,0.050324906,0.57457113,-0.022100918,-0.6698777,-0.37775448,-0.7070815,-0.28951094,0.38403007,0.027916798,-0.6192181,0.3007487,1.4368805,-0.035557605,-1.1858139,1.2816126,0.43249315,0.16591182,-0.5275528,0.8887272,0.65437406,-0.17803355,-0.2890954,-0.48248258,-0.5258124,-0.8251652
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/187/8ea0eddc-9741-4ab5-b2c0-b570c9e2bf62.wav,0 days,0 days 00:00:08.533312499,-0.5410374,-0.7749417,-0.3505752,-0.5028082,-0.55219615,-0.43050593,-0.13526958,-0.11057656,-0.33877087,-0.37498072,0.712689,-0.15485151,-0.10298399,0.25897762,0.8567771,0.908703,0.41646102,0.65307826,0.26929593,0.40720588,0.5127915,0.08919804,0.5372015,-0.3396905,-1.196481,0.13990189,-0.79207134,-0.020932982,0.39737278,0.05239877,-0.44643337,0.2572465,0.092047885,-0.13888419,-0.012510221,-0.24922608,-0.35982472,0.043012325,0.2291669,0.39790955,-0.11197644,-0.92275757,-0.007155014,-1.0661296,-0.21292816,0.20496078,-0.45533317,-0.6537251,-0.06870945,-1.0060184,-0.23251596,0.16139472,0.2855403,-0.7146161,-0.5790136,0.19456024,-0.3293379,0.31916448,0.048956934,0.07696993,0.43865904,-0.650533,-0.8239679,0.0875687,-1.185244,0.045906734,0.4105542,-0.17626749,1.3863769,-0.40419623,-0.47822493,0.06914152,-0.70135814,0.41478613,0.5628389,-0.03048576,1.0118957,-0.7916583,0.112547256,-0.314034,0.65808487,-0.24176413,-0.9576853,0.02865789,0.4626074,0.36638215,0.16869377,0.8897999
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/187/d2e54a50-cb4d-4905-a10f-52c7fe1f4b07.wav,0 days,0 days 00:00:03.754687500,-1.2075858,1.7534063,-2.6859267,-0.68773437,-0.16833372,2.9143567,0.25175467,-0.09274222,0.3492635,0.11305959,-0.5896975,-0.9710138,-0.055629563,-0.13265085,-0.67981404,-0.6915174,-0.72028995,-0.7246042,-0.58947605,-0.24570517,-0.53133,-1.0219268,2.0950298,-0.9948684,1.0042268,-0.06486897,-2.1808972,-0.043829385,1.2014041,0.04073396,3.7443476,0.6974278,1.875248,-1.0931942,-1.4606575,0.8403549,-0.11115314,0.045292724,1.6819191,-0.3260888,-0.34641382,-0.6789491,0.35696352,-0.98792356,0.90037334,-0.6013727,-0.22507094,0.41549537,0.5187065,-0.8029631,0.79012257,-0.45314467,0.4436975,-0.17461565,0.87687504,-1.0246695,0.5945267,-0.17353188,-0.6051199,0.18128239,1.5666324,-0.62065583,0.19375083,-0.075658984,0.03909777,0.016668275,-0.57885385,-1.0776426,1.4165689,-0.4607316,0.8024533,0.018865569,-1.535676,-0.21614988,0.9522972,-0.0347635,-0.9685321,1.5852141,0.6521585,-0.5669787,-0.18265267,0.7382775,0.47046214,-0.13067153,-0.06227378,-0.53551537,-0.62453926,-0.5535095
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/209/14bb7f84-cdb2-4617-8b39-7e89d517e745.wav,0 days,0 days 00:00:09.898687500,-0.2968443,-0.3231591,-0.25409505,-0.31010172,-0.2868097,-0.13857141,-0.32108802,-0.41241443,-0.27619386,-0.2552296,-0.24349107,-0.028613953,-0.18263368,-0.42627725,-0.14281155,-0.10855521,-0.18040822,0.0907298,-0.503406,-0.39844796,-0.410292,0.19008116,-0.81785464,0.13813847,-0.797241,0.03565583,1.0694772,-0.032413825,-0.17228183,0.09925761,-0.15268111,-0.5660079,0.060592324,1.3278345,0.056993186,-0.24799474,-0.2625937,0.046091747,-1.2253294,0.9763653,-0.40263274,-0.4323644,-0.33662987,0.064651534,-0.34994993,0.34602708,0.33355802,-0.4562634,-0.66358197,0.44643694,-0.38311586,0.33342975,-0.117757596,-0.71152145,-0.73481643,1.4889342,-0.28281814,0.14335531,0.008011422,0.033030935,-0.591699,0.03903994,-0.9570899,0.22669485,-0.49690476,0.03060116,-0.317365,0.15317363,-0.6846531,0.081874855,-0.036351394,0.03569504,1.3555759,-0.04969014,0.13202988,-0.019290771,1.6416398,-1.8364601,-0.15567201,-0.06696623,-0.4447317,-0.6271901,-0.9914718,0.027763814,-0.03201718,0.44824296,0.5466393,0.24371195
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/209/6e50789f-9e54-48de-bf94-9180aef0b1b5.wav,0 days,0 days 00:00:12.970687500,1.1881243,1.1813709,0.6604729,0.59394777,1.0917696,0.8897431,0.3127656,0.23618211,0.92500484,1.7834697,-0.9056208,-0.5382345,-0.17477474,-0.63132125,-0.8779308,-0.8709376,-0.6756482,-0.54018515,-0.7943832,-0.7377221,-0.8308234,-0.49014997,-0.86613345,0.15658423,-0.25733903,-0.001427362,1.0057851,-0.03139695,-0.5236994,0.35011548,0.9047996,-0.104985416,1.4777285,-1.1757805,-0.08622024,-0.019379573,0.57055014,0.034305368,-1.4397857,3.5296946,1.1840669,0.95662665,0.32818347,1.1964437,-0.82547647,0.7343848,0.5805917,0.6201396,-1.024179,3.2175536,-0.7467003,0.6458718,0.24019511,-0.24547422,-0.8754162,1.6746676,-0.640511,0.51994574,0.98408204,-0.48006323,-1.3364902,1.1105232,1.0144056,-0.07045733,1.5366526,-0.6035045,-0.71676415,-0.55577314,-1.9832371,1.1890563,0.18971044,0.03886336,1.000774,-0.0146681545,-0.72991407,-0.07169204,0.56254655,-0.6657387,0.481075,-0.07607962,-0.69335186,1.2258459,0.74268615,-0.31580308,-0.3495371,-0.3349926,-0.26099548,-1.5052459
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/209/7d442aec-ba60-44f9-b015-1d97132c051e.wav,0 days,0 days 00:00:03.072000,0.77360237,0.07819159,0.7501733,0.52700496,0.54498565,-0.052404772,-0.40979496,-0.50706947,-0.35395822,-0.2662857,-0.72988456,-1.5061917,0.39071393,-0.36193472,-0.8107729,-0.92289495,-0.8187889,-0.7198503,-0.79662883,-0.728677,-0.77628,-1.4133399,1.5673769,-0.833058,0.60939586,-0.06193746,0.9893234,-0.033128396,-0.6722116,1.4207217,-0.69008803,-0.36508682,-1.1816441,0.4248158,1.2314119,-0.29634678,1.5843271,0.010746944,1.0401182,-0.4262636,0.7382228,1.0711129,0.8680245,-0.38730285,2.0171485,-1.8503077,0.59446746,1.0536945,0.07689287,-0.83063495,1.9487731,-1.3901561,1.0382512,0.25964913,-0.75942296,1.1165311,2.0059133,-1.6908512,-0.6854259,0.13279863,0.8219922,-0.31208643,0.99381137,-0.0853529,1.0302422,-0.10604061,-0.7150208,-0.8292063,0.47320297,-0.19181308,0.3202482,0.017210035,0.3106493,-0.033171613,-0.36597687,-0.1527204,0.91462487,-1.168283,0.15770572,-0.051018946,-0.62696093,1.7162004,-0.50900066,0.22983137,1.151407,-0.55407685,-0.7223329,-0.9221391
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/209/c9c1ad30-cdf9-49eb-9377-db4f9abd283e.wav,0 days,0 days 00:00:04.437312500,0.45317534,0.13394538,0.18626231,0.29224774,0.61436284,0.7196164,-0.22416697,-0.26789528,-0.053363398,-0.31231707,-0.8658506,-0.22719109,-0.17997365,-0.6270763,-0.8496731,-0.84058017,-0.875275,-0.873024,-0.84767884,-0.79440373,-0.79130393,-0.18878914,0.03769343,-0.4279157,-0.28014386,-0.014212352,1.0576413,-0.03265819,-0.1537254,0.09747371,1.502276,-0.29350907,0.9374828,-1.3205012,-0.44564134,-0.033201102,0.56487364,0.03223395,-0.07935404,0.24206528,-0.14901061,0.14422388,1.0180079,1.1978266,0.19604756,-0.06321486,0.030005192,-0.34560084,0.43052036,0.63845557,0.17932126,-0.074519634,0.084292844,-0.51953983,-0.8346573,1.2694356,0.2794336,-0.3482526,-0.28527194,0.026401745,-0.13996732,0.36259204,0.4498453,-0.068098605,1.5177915,-0.5013919,-0.6870212,0.12135421,-0.24774115,-0.11826898,0.023694543,0.042323273,0.9950789,-0.04858654,-0.053390086,-0.0041038333,0.6337236,-0.8855957,0.7582947,0.51883286,-0.6926041,-0.1297014,-0.19042583,-0.1173366,-0.08162189,-0.25530845,-0.43515164,-1.1079111
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/209/ff6fed48-57f2-4003-9caa-e0340fe20cdf.wav,0 days,0 days 00:00:05.802687500,0.82066816,-1.0733223,1.3020562,0.85656905,0.39212027,-0.93790436,-0.47257802,-0.52799124,-0.43734923,-0.38267192,-0.46458143,-1.3930653,-0.11561518,0.07796474,-0.64681786,-0.64449,-1.0433426,-1.0196536,-0.9382296,-0.8217315,-0.80481666,-0.6118545,1.2050005,-1.2383273,-1.2992924,-0.049416613,-1.4963632,-0.043174695,-2.8593907,-0.00013143872,-1.7021664,-0.5413669,-1.9177837,-1.135897,1.4430941,-0.59015304,2.5337474,0.00043299657,-1.081458,-1.0772882,-0.8952033,-1.2027308,0.1860272,-0.7909239,2.5557036,-2.8547316,-2.0024006,-1.6534672,-0.706755,-0.7299531,2.9939651,-4.124807,-0.077581674,-2.913535,-3.4605916,1.2027088,2.8940105,-3.8071918,1.8598189,0.36026263,-1.604712,-1.2337301,0.54996467,-0.10606651,1.6767559,-9.062231,-0.7250851,0.9776189,-0.16808607,-0.76599276,-1.148741,0.041918002,-1.1313974,-0.16445258,-1.9316517,-0.04205344,0.9996664,-1.0838548,1.2904173,1.246758,-0.7660618,-1.9838477,-1.856813,5.3380294,-0.83498996,0.403267,-0.569371,-0.90450305
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/1e26ba-726ddf8/232/0e76e33e-5e43-450c-81f3-c3ea5913347a.wav,0 days,0 days 00:00:03.754687500,-0.34543106,-0.079671755,-0.4290732,-0.40132597,-0.22975712,0.15531252,0.21427406,0.3870636,-0.19714712,-0.35783842,-0.5535609,-0.9306081,0.016685132,-0.16790116,-0.6368001,-0.66253823,-0.72935385,-0.7014287,-0.68669593,-0.70910317,-0.6358218,-0.8117272,1.5388454,-0.9499517,2.462309,-0.09676365,0.5430476,-0.031991348,-1.1172055,-0.11904032,0.20089436,-0.61871296,-0.35136777,0.33448598,-0.16727671,-0.13583876,-0.6312709,0.07859986,1.6549759,-0.4755346,0.6503393,-0.7772293,0.9934358,-0.4882011,2.0388057,-2.0036573,0.76382136,-0.7451049,1.9502939,-0.22246507,1.735324,-1.0937327,0.9221271,-1.5057429,-0.05564147,0.89399457,1.8412125,-1.4875549,-1.5753427,0.17237788,1.2491572,-0.19154248,0.9148111,-0.07731624,-0.47935933,0.04023648,-0.62472165,0.3388405,0.21373606,-0.030056283,1.5413699,0.00024172156,0.18338226,-0.0073315357,-0.8550411,-0.055919312,-1.3602712,1.2241641,-0.6037052,-1.074308,-0.6485723,0.5126031,-0.4785238,0.19828734,1.0321485,-0.52123725,-0.7172023,-0.40408346
